,name,Unmodified,Unmodified+Adenine,Modified (Primitive purine biosynthesis)
C12325,"3,5-Dihydroxyphenylglyoxylate",,53,65
C20313,N-Hydroxy-L-valine,,53,65
C06318,"(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate",,53,65
C00628,"2,5-Dihydroxybenzoate",,53,65
C21724,Biliverdin-IX-beta,,53,65
C05811,2-Octaprenyl-6-hydroxyphenol,,53,65
C21825,"9beta-Pimara-7,15-diene-3beta-ol",,53,65
C21624,Mycobilin a,,53,65
C05852,2-Hydroxyphenylacetate,,53,65
C17955,(5R)-Albaflavenol,,53,65
C20310,N-Hydroxy-L-isoleucine,,53,65
C17237,S-(Phenylacetothiohydroximoyl)-L-cysteine,,53,65
C21903,Delta9-Tetrahydrocannabinolate,,53,65
C02923,"2,3-Dihydroxytoluene",,53,65
C17954,Albaflavenone,,53,65
C03574,2-Formylaminobenzaldehyde,,53,65
C17262,S-Alkyl-thiohydroximate,,53,65
C22009,"15,16-Epoxydolabrene",,53,65
C06727,"cis-1,2-Dihydro-3-ethylcatechol",,53,65
C00988,2-Phosphoglycolate,,53,65
C00547,L-Noradrenaline,,53,65
C21891,(2E)-3-(4-Hydroxyphenyl)-2-isocyanoprop-2-enoate,,53,65
C21459,6-Hydroxyferuloyl-CoA,,53,65
C21803,8-Demethyl-8-formylriboflavin 5'-phosphate,,53,65
C16432,5-Hydroxyectoine,,53,65
C22146,"Fumiquinazoline F-indoline-2',3'-diol",,53,65
C00519,Hypotaurine,,53,65
C20740,Novapikromycin,,53,65
C03230,(Indol-3-yl)glycolaldehyde,,53,65
C22166,Glandicoline A,,53,65
C22012,"[(4S)-4-(5,5-Dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl]methanol",,53,65
C16360,"3,7-Dimethyluric acid",,53,65
C21560,ent-Sandaracopimaradien-3beta-ol,,53,65
C21079,5'-Dehydrouridine,,53,65
C03861,"Dibenzo[1,4]dioxin-2,3-dione",,53,65
C21330,Aurachin C,,53,65
C22314,(3R)-3-Hydroxy-L-glutamate,,53,65
C21620,S-[(E)-N-Hydroxy(indol-3-yl)acetimidoyl]-L-glutathione,,53,65
C16355,7-Methyluric acid,,53,65
C20254,Ureidoacrylate,,53,65
C16409,Aureusidin 6-O-glucoside,,53,65
C20994,S-(Hercyn-2-yl)-L-cysteine S-oxide,,53,65
C15903,Spheroidenone,,53,65
C20993,S-(L-Histidin-5-yl)-L-cysteine S-oxide,,53,65
C21758,Hepatotoxins,,53,65
C19938,Pentalen-13-ol,,53,65
C00606,3-Sulfino-L-alanine,,53,65
C06657,Guanidinoproclavaminic acid,,53,65
C20692,9-cis-10'-Apo-beta-carotenal,,53,65
C05658,Indoxyl,,53,65
C17551,2-Polyprenyl-6-hydroxyphenol,,53,65
C22354,Dec-9-ynoyl-[acyl-carrier protein],,53,65
C15523,"2,6-Dihydroxynicotinate",,53,65
C00643,5-Hydroxy-L-tryptophan,,53,65
C03671,"2-Pyrone-4,6-dicarboxylate",,53,65
C19081,"(4S)-Limonene-1,2-epoxide",,53,65
C02106,(S)-Scoulerine,,53,65
C08576,Aureusidin,,53,65
C22169,N1-Hydroxy-roquefortine C,,53,65
C17583,6'-Dehydro-6'-oxoparomamine,,53,65
C21369,N-(2-Methylpropanyl)hydroxylamine,,53,65
C11962,5-Oxoavermectin ''1b'' aglycone,,53,65
C05200,"3-Hexaprenyl-4,5-dihydroxybenzoate",,53,65
C02351,o-Benzoquinone,,53,65
C22349,Bacterioruberin,,53,65
C07345,Betaine aldehyde hydrate,,53,65
C15502,3-Epihydroxy-2'-deoxymugineic acid,,53,65
C03196,(S)-2-Hydroxyglutarate,,53,65
C21065,"7,8-Dihydroxanthopterin",,53,65
C22348,Monoanhydrobacterioruberin,,53,65
C21831,"ent-2alpha,3alpha-Dihydroxyisokaurene",,53,65
C07271,"Limonene-1,2-epoxide",,53,65
C05827,Methylimidazole acetaldehyde,,53,65
C21827,"ent-Cassa-12,15-dien-2beta-ol",,53,65
C18009,4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp],,53,65
C05565,Hydantoin-5-propionate,,53,65
C11527,4-Hydroxymandelate,,53,65
C01592,Licodione,,53,65
C05557,Isopenicillin N,,53,65
C06730,4-Methylcatechol,,53,65
C19892,"4'-Apo-beta,psi-caroten-4'-al",,53,65
C12622,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",,53,65
C06505,"Cob(I)yrinate a,c diamide",,53,65
C02213,(+)-cis-Sabinol,,53,65
C22011,Zealexin A1,,53,65
C06669,(5R)-Carbapen-2-em-3-carboxylate,,53,65
C06098,Zeaxanthin,,53,65
C17255,3-Methylbutyraldehyde oxime,,53,65
C19716,N-Hydroxy-L-tryptophan,,53,65
C02814,"Benzene-1,2,4-triol",,53,65
C07084,"Styrene-cis-2,3-dihydrodiol",,53,65
C06533,Papaverine,,53,65
C00530,Hydroquinone,,53,65
C01028,N6-Hydroxy-L-lysine,,53,65
C20526,"10,11-Epoxy-3-geranylgeranylindole",,53,65
C00544,Homogentisate,,53,65
C04634,"1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate",,53,65
C01133,N-Acetyl-D-glucosaminate,,53,65
C03198,(S)-4-Hydroxymandelate,,53,65
C00500,Biliverdin,,53,65
C06178,1-Methylpyrrolinium,,53,65
C21843,Drimendiol,,53,65
C11631,9-Riburonosylhypoxanthine,,53,65
C05165,2-Amino-5-oxocyclohex-1-enecarbonyl-CoA,,53,65
C21826,"ent-3beta-Hydroxycassa-12,15-dien-2-one",,53,65
C17204,Indole-3-acetaldoxime N-oxide,,53,65
C20330,L-Hydroxyarginine,,53,65
C03241,6-Hydroxyhexan-6-olide,,53,65
C00704,Superoxide,,53,65
C19721,5-Hydroxypyrrole-2-carboxylate,,53,65
C09751,Garbanzol,,53,65
C21124,IPA imine,,53,65
C22070,"2,4-Dihydroxycinnamoyl-CoA",,53,65
C20700,"(E,E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene",,53,65
C06732,"alpha,beta-Didehydrotryptophan",,53,65
C21329,Benzoyl cyanide,,53,65
C17349,Guanidine,,53,65
C20807,3-Hydroxy-L-phenylalanine,,53,65
C01059,"2,5-Dihydroxypyridine",,53,65
C17953,(5S)-Albaflavenol,,53,65
C21893,3-[(Z)-2-Isocyanoethenyl]-1H-indole,,53,65
C16828,Caffeoquinone,,53,65
C07189,2-Hydroxyacetophenone,,53,65
C06503,"Hydrogenobyrinate a,c diamide",,53,65
C06506,"Adenosyl cobyrinate a,c diamide",,53,65
C08591,beta-Cryptoxanthin,,53,65
C20695,all-trans-10'-Apo-beta-carotenal,,53,65
C16359,1-Methyluric acid,,53,65
C01993,5'-Oxoinosine,,53,65
C03666,"2-Carboxy-cis,cis-muconate",,53,65
C02674,Deoxyribonolactone,,53,65
C01015,cis-4-Hydroxy-L-proline,,53,65
C12287,beta-Ionone,,53,65
C02892,Thiamine acetic acid,,53,65
C18473,beta-Hydroxyarginine,,53,65
C01054,"(S)-2,3-Epoxysqualene",,53,65
C02700,L-Formylkynurenine,,53,65
C11829,13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester,,53,65
C04366,"3-(2-Carboxyethenyl)-cis,cis-muconate",,53,65
C20850,N5-Hydroxy-L-ornithine,,53,65
C11990,Oleandolide,,53,65
C20741,Novamethymycin,,53,65
C20739,Neopikromycin,,53,65
C17203,N-Hydroxyl-tryptamine,,53,65
C19712,N-Hydroxy-L-phenylalanine,,53,65
C06321,"(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate",,53,65
C21256,6'-Oxolividamine,,53,65
C12457,3-Dimethylallyl-4-hydroxymandelic acid,,53,65
C15905,Hydroxyspheroidenone,,53,65
C11995,Neomethymycin,,53,65
C21762,4-Hydroxytryptamine,,53,65
C04796,"4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde",,53,65
C21794,2-Hydroxyornithine lipid,,53,65
C10784,Cannabidiolic acid,,53,65
C10028,Chrysin,,53,65
C21081,Gentisyl-CoA,,53,65
C01514,Luteolin,,53,65
C17554,"3,4-Dihydroxy-5-polyprenylbenzoate",,53,65
C21622,S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione,,53,65
C21348,"dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose",,53,65
C21411,"(1R,10aS)-1,4,10,10a-Tetrahydrophenazine-1-carboxylate",,53,65
C01542,o-Cresol,,53,65
C08590,Zeinoxanthin,,53,65
C06455,Hydroxymethylphosphonate,,53,65
C21723,Biliverdin-IX-delta,,53,65
C11501,9-Riburonosyladenine,,53,65
C04592,Toluene-cis-dihydrodiol,,53,65
C15500,Mugineic acid,,53,65
C04044,"3-(2,3-Dihydroxyphenyl)propanoate",,53,65
C00974,Dihydrokaempferol,,53,65
C16410,Bracteatin 6-O-glucoside,,53,65
C15879,Hydroxyspirilloxanthin,,53,65
C03269,D-galacto-Hexodialdose,,53,65
C21623,1-aci-Nitro-2-phenylethane,,53,65
C01477,Apigenin,,53,65
C00632,3-Hydroxyanthranilate,,53,65
C12123,"7,4'-Dihydroxyflavone",,53,65
C16232,"6,7,4'-Trihydroxyflavanone",,53,65
C12623,"trans-2,3-Dihydroxycinnamate",,53,65
C21625,Mycobilin b,,53,65
C21619,(2-Hydroxy-1H-indol-3-yl)acetate,,53,65
C20802,(4S)-4-Hydroxy-L-isoleucine,,53,65
C20857,"2,7-Dihydroxy-5-methyl-1-naphthoate",,53,65
C03820,1-Alkyl-2-acetyl-sn-glycerol,,53,65
C22300,31-Hydroxy-L-isoleucine,,53,65
C20805,3-Hydroxy-5-methyl-1-naphthoate,,53,65
C20701,But-3-en-2-one,,53,65
C21795,"(3E)-4,8-Dimethylnona-1,3,7-triene",,53,65
C03221,2-trans-Dodecenoyl-CoA,,53,65
C05834,3-Methyldioxyindole,,53,65
C04690,2-(Hydroxymethyl)-3-(acetamidomethylene)succinate,,53,65
C10974,4-Methylaminobutanal,,53,65
C20760,20-Oxo-5-O-beta-mycaminosyltylactone,,53,65
C20351,2'-Deamino-2'-hydroxy-6'-dehydroparomamine,,53,65
C21805,8-Amino-8-demethylriboflavin 5'-phosphate,,53,65
C11996,Methymycin,,53,65
C21332,8-Dehydro-3-deoxy-D-manno-octulosonate,,53,65
C20322,(+)-6-exo-Hydroxycamphor,,53,65
C21252,6'-Oxokanamycin C,,53,65
C05856,Thiamine aldehyde,,53,65
C20631,"(2S,3S)-3-Hydroxyasparagine",,53,65
C00822,Dopaquinone,,53,65
C04797,"5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde",,53,65
C01617,Taxifolin,,53,65
C06635,Erythronolide B,,53,65
C21890,4-[(E)-2-Isocyanoethenyl]phenol,,53,65
C20232,(Z)-2-Methylureidoacrylate peracid,,53,65
C00376,Retinal,,53,65
C15683,Mycinamicin VII,,53,65
C17755,Dopamine quinone,,53,65
C05842,N1-Methyl-2-pyridone-5-carboxamide,,53,65
C20995,gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide,,53,65
C01215,2-(Acetamidomethylene)succinate,,53,65
C11821,5-Hydroxyisourate,,53,65
C12368,Tetracenomycin D3,,53,65
C11954,5-Oxoavermectin ''2b'' aglycone,,53,65
C03004,N-Hydroxy-L-tyrosine,,53,65
C21954,(+)-Piperitol,,53,65
C22202,2-Oxoindole-3-acetate,,53,65
C22343,Dec-9-enoyl-[acyl-carrier protein],,53,65
C09826,Pinobanksin,,53,65
C12002,5-O-beta-D-Mycaminosyltylonolide,,54,66
C16415,5-Deoxyleucopelargonidin,,54,66
C18195,(3R)-11-cis-3-Hydroxyretinal,,54,66
C07103,"2-Hydroxy-1,4-benzoquinone",,54,66
C20737,"6-Geranylgeranyl-2-methylbenzene-1,4-diol",,54,66
C06728,3-Ethylcatechol,,54,66
C04409,2-Amino-3-carboxymuconate semialdehyde,,54,66
C01714,Isovitexin,,54,66
C02922,2'-O-Methyllicodione,,54,66
C11963,Avermectin B1b aglycone,,54,66
C17935,Cysteinyldopa,,54,66
C01868,(+)-Sabinone,,54,66
C20193,beta-seco-Amyrin,,54,66
C01416,Cocaine,,54,66
C08579,Antheraxanthin,,54,66
C04598,2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine,,54,66
C00370,Sterol,,54,66
C08797,Cucurbitacin E,,54,66
C20188,Glutinol,,54,66
C17756,2-Descarboxy-cyclo-dopa,,54,66
C20187,Achilleol B,,54,66
C17559,3-Methoxy-4-hydroxy-5-polyprenylbenzoate,,54,66
C05829,N-Carbamyl-L-glutamate,,54,66
C09736,Fisetinidol-4beta-ol,,54,66
C21837,3-Geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole,,54,66
C11830,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester,,54,66
C21562,Oryzalexin D,,54,66
C18196,(3R)-all-trans-3-Hydroxyretinal,,54,66
C08615,alpha-Amyrin,,54,66
C01278,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",,54,66
C05918,all-trans-Dehydroretinal,,54,66
C12624,2-Hydroxy-6-ketononatrienedioate,,54,66
C05653,Formylanthranilate,,54,66
C20255,Methylaminoacrylate,,54,66
C20328,N-Acetyl-alpha-D-glucosamine,,54,66
C05527,3-Sulfinylpyruvate,,54,66
C03409,N-Formimino-L-aspartate,,54,66
C00745,Nicotine,,54,66
C20841,2-Hydroxy-7-methoxy-5-methyl-1-naphthoate,,54,66
C07085,3-Vinylcatechol,,54,66
C17232,2-Oxo-10-methylthiodecanoic acid,,54,66
C15969,Zeaxanthin diglucoside,,54,66
C19833,Germanicol,,54,66
C05551,Penicillin G,,54,66
C05577,"3,4-Dihydroxymandelaldehyde",,54,66
C20194,delta-Amyrin,,54,66
C21829,"ent-Cassa-12,15-diene-2beta,3beta-diol",,54,66
C03955,N6-Acetyl-N6-hydroxy-L-lysine,,54,66
C11955,Avermectin B2b aglycone,,54,66
C05648,5-Hydroxy-N-formylkynurenine,,54,66
C20696,13-Apo-beta-carotenone,,54,66
C17570,"2-Methyl-6-solanyl-1,4-benzoquinol",,54,66
C01441,Neamine,,54,66
C07578,Cannabidiol,,54,66
C19730,Crocetin dialdehyde,,54,66
C05831,3-Methoxyanthranilate,,54,66
C21646,8-Amino-8-demethylriboflavin,,54,66
C12458,3-Dimethylallyl-4-hydroxybenzoate,,54,66
C20195,"Tirucalla-7,24-dien-3beta-ol",,54,66
C00389,Quercetin,,54,66
C06564,Penicillin N,,54,66
C21979,Cyclooctatin,,54,66
C22147,Fumiquinazoline A,,54,66
C04106,2-(Hydroxymethyl)-4-oxobutanoate,,54,66
C21125,Chromopyrrolate,,54,66
C20350,2'-Deamino-2'-hydroxyneamine,,54,66
C06972,Dronabinol,,54,66
C21141,"4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide",,54,66
C08624,Euphol,,54,66
C04584,"6-Imino-5-oxocyclohexa-1,3-dienecarboxylate",,54,66
C19918,Parkeol,,54,66
C03515,Luteolin 7-O-glucuronide,,54,66
C21413,"(1R)-1,4,5,10-Tetrahydrophenazine-1-carboxylate",,54,66
C02944,3-cis-Dodecenoyl-CoA,,54,66
C00825,Kanamycin B,,54,66
C22010,"3beta-Hydroxy-15,16-epoxydolabrene",,54,66
C02110,11-cis-Retinal,,54,66
C02167,Maleylpyruvate,,54,66
C20422,alpha-D-Ribose 1-methylphosphonate 5-triphosphate,,54,66
C22167,Glandicoline B,,54,66
C08607,Neurosporaxanthin,,54,66
C21561,Oryzalexin E,,54,66
C08626,Friedelin,,54,66
C04479,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",,54,66
C01902,Cycloartenol,,54,66
C06085,Triterpenoid,,54,66
C21331,Aurachin C epoxide,,54,66
C21667,(Z)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-phenylethane-1-imine,,54,66
C00472,p-Benzoquinone,,54,66
C20250,(Z)-2-Methylperoxyaminoacrylate,,54,66
C05912,(3Z)-Phycoerythrobilin,,54,66
C12631,"2-Hydroxy-2,3-dihydrogenistein",,54,66
C11630,"15,16-Dihydrobiliverdin",,54,66
C09315,Umbelliferone,,54,66
C08063,"1,4-Cyclohexanedione",,54,66
C06186,Arbutin,,54,66
C11142,Dimethyl sulfone,,54,66
C05343,(R)-4-Hydroxymandelate,,54,66
C20527,Emindole SB,,54,66
C19820,Protostadienol,,54,66
C08637,Taraxerol,,54,66
C19819,Cucurbitadienol,,54,66
C16282,Caloxanthin,,54,66
C20191,alpha-seco-Amyrin,,54,66
C17966,Shionone,,54,66
C06207,"2,6-Dihydroxyphenylacetate",,54,66
C11991,L-Olivosyl-oleandolide,,54,66
C18351,4-Aminocatechol,,54,66
C06658,Proclavaminic acid,,54,66
C06630,3-O-alpha-Mycarosylerythronolide B,,54,66
C08481,Indican,,54,66
C04118,Isocorypalmine,,54,66
C21412,"(10aS)-10,10a-Dihydrophenazine-1-carboxylate",,54,66
C21563,2-(Glutathione-S-yl)-hydroquinone,,54,66
C06507,Adenosyl cobyrinate hexaamide,,54,66
C17943,Formylphosphonate,,54,66
C00486,Bilirubin,,54,66
C10882,Sesamin,,54,66
C20189,Baccharis oxide,,54,66
C20693,Carlactone,,54,66
C15881,Spirilloxanthin,,54,66
C06399,Hydrogenobyrinate,,54,66
C09306,Sulfur dioxide,,54,66
C06187,Arbutin 6-phosphate,,54,66
C03648,"cis-3,4-Leucopelargonidin",,54,66
C05913,(3Z)-Phytochromobilin,,54,66
C03052,"2,3-Dihydrogossypetin",,54,66
C00780,Serotonin,,54,66
C00777,Retinoate,,54,66
C05903,Kaempferol,,54,66
C16516,Indolylmethylthiohydroximate,,54,66
C15501,3-Epihydroxymugineic acid,,54,66
C19801,Isomultiflorenol,,54,66
C05604,"2-Carboxy-2,3-dihydro-5,6-dihydroxyindole",,54,66
C19835,Camelliol C,,54,66
C05640,Cinnavalininate,,54,66
C03986,3-Hydroxy-4-methylanthranilate,,54,66
C04112,"3-Methyl-cis,cis-hexadienedioate",,54,66
C20697,"(2E,4E,6E)-4-Methylocta-2,4,6-trienedial",,54,66
C05570,Ergothioneine,,54,66
C15682,Mycinamicin VI,,54,66
C19829,Dammarenediol II,,54,66
C21333,"8-Amino-3,8-dideoxy-D-manno-octulosonate",,54,66
C06210,"2-Hydroxy-6-keto-2,4-heptadienoate",,54,66
C20694,"(2E,4E,6E)-7-Hydroxy-4-methylhepta-2,4,6-trienal",,54,66
C18472,L-Capreomycidine,,54,66
C08614,Violaxanthin,,54,66
C08628,Lupeol,,54,66
C01832,Lauroyl-CoA,,54,66
C17206,Uracil 5-carbaldehyde,,54,66
C20980,3-Methoxy-5-methyl-1-naphthoate,,54,66
C02298,N-Acetylindoxyl,,54,66
C05786,(3Z)-Phycocyanobilin,,54,66
C05585,Gentisate aldehyde,,54,66
C01724,Lanosterol,,54,66
C21777,4-Hydroxy-L-tryptophan,,54,66
C19828,Arabidiol,,54,66
C01987,2-Aminophenol,,54,66
C20894,beta-Citraurin,,54,66
C04293,Chrysoeriol,,54,66
C20192,Marneral,,54,66
C05828,Methylimidazoleacetic acid,,54,66
C08538,Betalamic acid,,54,66
C08616,beta-Amyrin,,54,66
C14604,Aminohydroquinone,,54,66
C05906,Leucocyanidin,,54,66
C21663,(E)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethane-1-imine,,54,66
C00328,L-Kynurenine,,54,66
C19832,Thalianol,,54,66
C01470,Acacetin,,54,66
C01036,4-Maleylacetoacetate,,54,66
C03719,Phenylacetothiohydroximate,,54,66
C04608,Apigenin 7-O-beta-D-glucoside,,54,66
C00788,L-Adrenaline,,54,66
C22301,"(4S)-31,4-Dihydroxy-L-isoleucine",,54,66
C22013,"(4S)-4-(5,5-Dimethylcyclohex-1-en-1-yl)cyclohex-1-ene-1-carbaldehyde",,54,66
C10192,Tricetin,,54,66
C17552,2-Polyprenyl-6-methoxyphenol,,54,66
C22171,Roquefortine F,,54,66
C05812,2-Octaprenyl-6-methoxyphenol,,54,66
C19863,"Lupan-3beta,20-diol",,54,66
C21731,2-(Hydroxysulfanyl)hercynine,,54,66
C21804,8-Carboxy-8-demethylriboflavin 5'-phosphate,,54,66
C22170,Roquefortine L,,54,66
C00473,Retinol,,54,66
C05313,3-Hexaprenyl-4-hydroxy-5-methoxybenzoate,,54,66
C01822,Kanamycin A,,54,66
C21828,"ent-Cassa-12,15-dien-2-one",,54,66
C15882,2-Methyl-6-phytylquinol,,54,66
C04553,"3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",,54,66
C21778,Norbaeocystin,,54,66
C05646,5-Hydroxyindolepyruvate,,54,66
C15602,Quinone,,54,66
C19939,Pentalen-13-al,,54,66
C03951,Luteolin 7-O-beta-D-glucoside,,54,66
C05589,L-Normetanephrine,,54,66
C20249,(Z)-3-Peroxyaminoacrylate,,54,66
C19731,(3S)-3-Hydroxycyclocitral,,54,66
C10044,Galangin,,54,66
C20817,C20817,,54,66
C17712,Paromomycin II,,54,66
C20200,Baruol,,54,66
C12026,"3,5-Dihydroxy-phenylglycine",,54,66
C16418,Pinobanksin 3-O-acetate,,54,66
C17754,3-Methoxytyramine-betaxanthin,,55,67
C12448,Ecgonine methyl ester,,55,67
C04559,4-Methylmuconolactone,,55,67
C08748,Azadirachtin A,,55,67
C03154,N6'-Acetylkanamycin-B,,55,67
C03824,2-Aminomuconate semialdehyde,,55,67
C16680,"all-trans-5,6-Epoxyretinoic acid",,55,67
C04655,"(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate",,55,67
C04858,Apigenin 7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside],,55,67
C01252,"4-(2-Aminophenyl)-2,4-dioxobutanoate",,55,67
C20738,"6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol",,55,67
C21648,8-Demethyl-8-(methylamino)riboflavin,,55,67
C08830,24-Methylidenecycloartanol,,55,67
C21253,Kanamycin D,,55,67
C05787,Bilirubin beta-diglucuronide,,55,67
C22148,Fumiquinazoline C,,55,67
C14151,delta-Tocopherol,,55,67
C06456,Phosphonoformate,,55,67
C02161,2-Aminophenoxazin-3-one,,55,67
C21647,Roseoflavin,,55,67
C04317,1-Organyl-2-lyso-sn-glycero-3-phosphocholine,,55,67
C08565,Portulacaxanthin II,,55,67
C05578,"5,6-Dihydroxyindole",,55,67
C05580,"3,4-Dihydroxymandelate",,55,67
C17267,S-Sulfanylglutathione,,55,67
C00778,Rhodopsin,,55,67
C07123,"2-Hydroxy-6-oxo-octa-2,4-dienoate",,55,67
C15884,2-Ketospirilloxanthin,,55,67
C01044,N-Formyl-L-aspartate,,55,67
C12003,Demethyllactenocin,,55,67
C21475,"5,10-Dihydrophenazine",,55,67
C14156,delta-Tocotrienol,,55,67
C11145,Methanesulfonic acid,,55,67
C11455,"4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",,55,67
C10098,Kaempferide,,55,67
C16491,Isovitexin 2''-O-arabinoside,,55,67
C21495,8-Geranylumbelliferone,,55,67
C06633,Erythromycin D,,55,67
C17751,cyclo-Dopa 5-O-glucoside,,55,67
C19807,"3',4',5'-O-Trimethyltricetin",,55,67
C20366,2-Oxo-3-(5-oxofuran-2-ylidene)propanoate,,55,67
C21838,Hapalindole H,,55,67
C21840,12-epi-Fischerindole U,,55,67
C20842,2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA,,55,67
C05802,2-Hexaprenyl-6-methoxyphenol,,55,67
C11956,Avermectin A2b aglycone,,55,67
C10020,Apigenin 7-(6''-malonylglucoside),,55,67
C01693,L-Dopachrome,,55,67
C01061,4-Fumarylacetoacetate,,55,67
C05576,"3,4-Dihydroxyphenylethyleneglycol",,55,67
C10193,Tricin,,55,67
C05437,Zymosterol,,55,67
C00899,11-cis-Retinol,,55,67
C04558,3-Methylmuconolactone,,55,67
C21820,Maniladiol,,55,67
C02075,Retinyl ester,,55,67
C05919,11-cis-Dehydroretinal,,55,67
C12627,Apigenin 7-O-neohesperidoside,,55,67
C21142,"3,4-Dihydroxy-2-methy-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide",,55,67
C05571,Thiourocanic acid,,55,67
C20981,"5,10-Dihydrophenazine-1-carboxylate",,55,67
C22172,Neoxaline,,55,67
C04529,"(3S,4S)-3-Hydroxytetradecane-1,3,4-tricarboxylate",,55,67
C20333,N2-Citryl-N6-acetyl-N6-hydroxy-L-lysine,,55,67
C00832,Paromomycin,,55,67
C16284,Nostoxanthin,,55,67
C02514,3-Fumarylpyruvate,,55,67
C15883,"2,3-Dimethyl-5-phytylquinol",,55,67
C18083,Demethylsuberosin,,55,67
C22113,16alpha-Hydroxy-beta-amyrin,,55,67
C15681,Mycinamicin III,,55,67
C06508,Adenosyl cobinamide,,55,67
C21801,(+)-Demethylpiperitol,,55,67
C18004,5''-Phosphoribostamycin,,55,67
C05583,3-Methoxy-4-hydroxyphenylglycolaldehyde,,55,67
C06408,Precorrin 8X,,55,67
C12316,cis-Dihydroquercetin,,55,67
C08980,Soyasapogenol B,,55,67
C21821,Daturadiol,,55,67
C09320,Afzelechin,,55,67
C21779,Baeocystin,,55,67
C05634,5-Hydroxyindoleacetaldehyde,,55,67
C06212,N-Methylserotonin,,55,67
C03281,Kanamycin A 3'-phosphate,,55,67
C08584,Capsanthin,,55,67
C13433,9-cis-Violaxanthin,,55,67
C07576,Psilocybin,,55,67
C21254,3''-Deamino-3''-hydroxykanamycin B,,55,67
C02172,N-Acetylisatin,,55,67
C20404,1-Deoxypentalenate,,55,67
C05109,"24,25-Dihydrolanosterol",,55,67
C01795,Columbamine,,55,67
C21140,Aurachin B,,55,67
C21398,Methanesulfinic acid,,55,67
C05261,3-Oxotetradecanoyl-CoA,,55,67
C17055,Picrocrocin,,55,67
C08606,Neoxanthin,,55,67
C22168,Meleagrin,,55,67
C00616,Quercetin 3-sulfate,,55,67
C05904,Pelargonidin,,55,67
C05659,5-Methoxytryptamine,,55,67
C17757,2-Descarboxy-betanidin,,55,67
C21842,11-Hydroxycucurbitadienol,,55,67
C05588,L-Metanephrine,,55,67
C20529,"14,15-Epoxyemindole SB",,55,67
C11061,all-trans-Retinoyl-beta-glucuronide,,55,67
C17500,"6-Iminocyclohexa-2,4-dienone",,55,67
C05651,5-Hydroxykynurenine,,55,67
C01958,Steryl ester,,55,67
C08585,Capsorubin,,55,67
C08543,Dopaxanthin,,55,67
C02954,6-Aminopenicillanate,,55,67
C00978,N-Acetylserotonin,,55,67
C19858,"2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol",,55,67
C15603,Hydroquinone,,55,67
C19759,"7,9,9'-tricis-Neurosporene",,55,67
C07087,"2-Hydroxy-6-oxoocta-2,4,7-trienoate",,55,67
C16695,Plastoquinol-9,,55,67
C08588,Crocetin,,55,67
C12632,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],,55,67
C05905,Cyanidin,,55,67
C16517,Indolylmethyl-desulfoglucosinolate,,55,67
C02890,Tetrahydropalmatine,,55,67
C04524,2-Protocatechoylphloroglucinolcarboxylate,,55,67
C22175,Cyclolaudenol,,55,67
C11992,L-Oleandrosyl-oleandolide,,55,67
C12630,Scolymoside,,55,67
C21841,11-Oxocucurbitadienol,,55,67
C03641,Sterol 3-beta-D-glucoside,,55,67
C03227,3-Hydroxy-L-kynurenine,,55,67
Z00065,Orthoquinone,,55,67
C20509,2'-Dehydrokanamycin A,,55,67
C21839,12-epi-Hapalindole U,,55,67
C08557,Miraxanthin-V,,55,67
