,cid,formula,name,num_rgroup,electrons,reduction,water_amt,water_per_c
8527,C10700,C8H8O2,4'-Hydroxyacetophenone; (4-Hydroxyphenyl)ethan-1-one,0,72.0,2.25,14.0,1.75
8529,C10702,C13H16O2,4'-Hydroxy-3'-prenylacetophenone,0,110.0,2.4615384615384617,24.0,1.8461538461538463
8531,C10704,C25H32O8,alpha-Kosin,0,246.0,2.32,42.0,1.68
8533,C10706,C26H38O4,Lupulone,0,226.0,2.576923076923077,48.0,1.8461538461538463
8534,C10707,C23H26O7,Neoisostegane,0,220.0,2.260869565217391,39.0,1.6956521739130435
8535,C10708,C21H24O8,Mallotophenone,0,214.0,2.1904761904761907,34.0,1.619047619047619
8536,C10709,C11H14O4,Multifidol,0,112.0,2.272727272727273,18.0,1.6363636363636365
8539,C10712,C9H10O3,Paeonol,0,88.0,2.2222222222222223,15.0,1.6666666666666667
8542,C10715,C20H28O12,Paeonolide,0,244.0,2.1,28.0,1.4
8544,C10717,C15H20O8,Paeonoside,0,174.0,2.1333333333333333,22.0,1.4666666666666666
8546,C10719,C18H22O4,Nordihydroguaiaretic acid; NDGA,0,162.0,2.388888888888889,32.0,1.7777777777777777
8547,C10720,C14H18O7,Picein,0,158.0,2.142857142857143,21.0,1.5
8548,C10721,C30H28O8,Rottlerin,0,272.0,2.2,52.0,1.7333333333333334
8550,C10723,C21H28O5,Tricyclodehydroisohumulone,0,194.0,2.4285714285714284,37.0,1.7619047619047619
8552,C10725,C20H22O7,Nortrachelogenin,0,198.0,2.2,33.0,1.65
8553,C10726,C10H12O4,Xanthoxylin,0,104.0,2.2,16.0,1.6
8555,C10728,C20H20O4,Otobain,0,172.0,2.3,36.0,1.8
8556,C10729,C21H20O8,alpha-Peltatin,0,210.0,2.0952380952380953,34.0,1.619047619047619
8557,C10730,C23H24O8,beta-Peltatin A methyl ether,0,226.0,2.1739130434782608,38.0,1.6521739130434783
8564,C10737,C24H24O11,Phrymarolin I,0,256.0,2.0416666666666665,37.0,1.5416666666666667
8573,C10746,C24H34O6,Phyllanthin,0,226.0,2.4583333333333335,42.0,1.75
8586,C10759,C22H36O3,6-Pentadecylsalicylic acid; Anacardic acid,0,192.0,2.6818181818181817,41.0,1.8636363636363635
8588,C10761,C8H8O2,p-Anisaldehyde,0,72.0,2.25,14.0,1.75
8592,C10765,C9H12O4,"Antiarol; 3,4,5-Trimethoxyphenol",0,98.0,2.2222222222222223,14.0,1.5555555555555556
8593,C10766,C15H20O4,Ascosalitoxin,0,142.0,2.4,26.0,1.7333333333333334
8597,C10770,C21H34O2,"Bilobol; 5-[(8Z)-Pentadec-8-en-1-yl]benzene-1,3-diol",0,176.0,2.7142857142857144,40.0,1.9047619047619047
8611,C10784,C22H30O4,Cannabidiolic acid; Cannabidiolate,0,194.0,2.5,40.0,1.8181818181818181
8612,C10785,C21H34O,(15:1)-Cardanol; 3-[(Z)-8-Pentadecenyl]phenol,0,168.0,2.761904761904762,41.0,1.9523809523809523
8614,C10787,C8H10O3,"2,6-Dimethoxyphenol; Pyrogallol 1,3-dimethyl ether",0,82.0,2.25,13.0,1.625
8615,C10788,C14H6O8,Ellagic acid,0,154.0,1.6428571428571428,20.0,1.4285714285714286
8619,C10792,C7H8O3,"Gentisyl alcohol; 2,5-Dihydroxybenzyl alcohol",0,74.0,2.142857142857143,11.0,1.5714285714285714
8620,C10793,C16H22O2,Geranylhydroquinone,0,134.0,2.5625,30.0,1.875
8621,C10794,C22H34O3,Ginkgoic acid; Ginkgolic acid,0,190.0,2.6363636363636362,41.0,1.8636363636363635
8627,C10800,C19H32O2,Grevillol,0,162.0,2.736842105263158,36.0,1.894736842105263
8629,C10802,C23H38O2,5-(Heptadec-12-enyl)resorcinol,0,192.0,2.739130434782609,44.0,1.9130434782608696
8631,C10804,C8H8O3,2-(Hydroxymethyl)benzoic acid; 2-Hydroxymethylbenzoic acid,0,80.0,2.125,13.0,1.625
8632,C10805,C27H34O16,Leiocarposide,0,324.0,2.037037037037037,38.0,1.4074074074074074
8636,C10809,C21H36O2,5-Pentadecylresorcinol; Cardol,0,178.0,2.761904761904762,40.0,1.9047619047619047
8639,C10812,C8H6O3,Piperonal,0,78.0,2.0,13.0,1.625
8650,C10823,C20H22O8,Populin,0,206.0,2.15,32.0,1.6
8659,C10832,C7H6O3,Sesamol,0,72.0,2.0,11.0,1.5714285714285714
8660,C10833,C9H10O5,"Syringic acid; Syringate; 4-Hydroxy-3,5-dimethoxybenzoate; Gallic acid 3,5-dimethyl ether",0,104.0,2.0,13.0,1.4444444444444444
8661,C10834,C14H16O10,Theogallin,0,180.0,1.8571428571428572,18.0,1.2857142857142858
8662,C10835,C20H22O9,Trichocarpin,0,214.0,2.1,31.0,1.55
8663,C10836,C17H12O8,"3,4,3'-Tri-O-methylellagic acid",0,178.0,1.8823529411764706,26.0,1.5294117647058822
8665,C10838,C21H30O3,Turricolol E,0,180.0,2.5714285714285716,39.0,1.8571428571428572
8666,C10839,C21H32O2,"Urushiol III; 3-(8,11-Pentadecadienyl)-1,2-benzenediol",0,174.0,2.6666666666666665,40.0,1.9047619047619047
8667,C10840,C15H22O4,Zinniol,0,144.0,2.466666666666667,26.0,1.7333333333333334
8697,C10870,C29H30O13,Phyllanthostatin A,0,308.0,2.0689655172413794,45.0,1.5517241379310345
8698,C10871,C22H22O8,Picropodophyllin,0,218.0,2.1363636363636362,36.0,1.6363636363636365
8699,C10873,C20H22O10,Plicatic acid,0,222.0,2.05,30.0,1.5
8700,C10874,C22H22O8,Podophyllotoxin,0,218.0,2.1363636363636362,36.0,1.6363636363636365
8701,C10875,C22H20O8,Podophyllotoxone,0,216.0,2.090909090909091,36.0,1.6363636363636365
8702,C10876,C28H34O13,Podorhizol beta-D-glucoside,0,306.0,2.142857142857143,43.0,1.5357142857142858
8703,C10877,C21H14O8,Prostalidin A,0,204.0,1.9523809523809523,34.0,1.619047619047619
8704,C10878,C18H18O3,Randainol,0,150.0,2.3333333333333335,33.0,1.8333333333333333
8705,C10879,C22H28O5,Saucernetin,0,200.0,2.409090909090909,39.0,1.7727272727272727
8706,C10880,C20H16O6,Savinin,0,184.0,2.1,34.0,1.7
8707,C10881,C30H32O9,Schisantherin A; Gomisin C,0,284.0,2.2333333333333334,51.0,1.7
8708,C10882,C20H18O6,Sesamin,0,186.0,2.15,34.0,1.7
8709,C10883,C20H20O7,Sesamolinol,0,196.0,2.15,33.0,1.65
8710,C10884,C23H26O8,Sesartemin,0,228.0,2.217391304347826,38.0,1.6521739130434783
8711,C10885,C26H30O11,Simplexoside,0,274.0,2.1538461538461537,41.0,1.5769230769230769
8712,C10886,C24H24O9,Steganacin; (-)-Steganacin,0,240.0,2.125,39.0,1.625
8713,C10887,C20H18O7,Styraxin,0,194.0,2.1,33.0,1.65
8714,C10888,C22H28O6,Surinamensin,0,208.0,2.3636363636363638,38.0,1.7272727272727273
8715,C10889,C22H26O8,(+)-Syringaresinol,0,222.0,2.227272727272727,36.0,1.6363636363636365
8716,C10890,C28H36O13,(+)-Syringaresinol O-beta-D-glucoside; Acanthoside B,0,308.0,2.1785714285714284,43.0,1.5357142857142858
8717,C10891,C21H24O7,Trachelogenin; (-)-Trachelogenin,0,206.0,2.238095238095238,35.0,1.6666666666666667
8718,C10892,C22H28O5,(+)-Veraguensin,0,200.0,2.409090909090909,39.0,1.7727272727272727
8719,C10893,C22H24O6,Schizandrin C; Wuweizisu C,0,204.0,2.272727272727273,38.0,1.7272727272727273
8720,C10894,C24H30O8,Yangambin; Lirioresinol-B dimethyl ether,0,238.0,2.2916666666666665,40.0,1.6666666666666667
8726,C10900,C4H6O4,Methyl oxalate,0,62.0,1.75,4.0,1.0
8729,C10903,C18H26O2,Cinmethylin,0,150.0,2.611111111111111,34.0,1.8888888888888888
8732,C10906,C6H12O6,D-Fructose,0,96.0,2.0,6.0,1.0
8746,C10920,C3H6O2,Glycidol,0,40.0,2.3333333333333335,4.0,1.3333333333333333
8747,C10921,C7H12O2,Butyl acrylate,0,70.0,2.5714285714285716,12.0,1.7142857142857142
8771,C10945,C9H8O3,"Caffeic aldehyde; 3,4-Dihydroxycinnamaldehyde; Caffeyl aldehyde",0,86.0,2.111111111111111,15.0,1.6666666666666667
8802,C10976,C7H12O2,1-Oxa-2-oxo-3-methylcycloheptane,0,70.0,2.5714285714285716,12.0,1.7142857142857142
8817,C10991,C22H26O3,Resmethrin,0,182.0,2.4545454545454546,41.0,1.8636363636363635
8872,C11047,C35H44O16,Azadirachtinin; 3-Acetyl-1-tigloylazadirachtinin,0,382.0,2.1714285714285713,54.0,1.542857142857143
8874,C11049,C28H48O6,24-epi-Brassinolide,0,264.0,2.642857142857143,50.0,1.7857142857142858
8875,C11050,C28H48O7,25-Hydroxy-24-epi-brassinolide,0,272.0,2.607142857142857,49.0,1.75
8876,C11051,C28H48O7,26-Hydroxy-24-epi-brassinolide,0,272.0,2.607142857142857,49.0,1.75
8877,C11052,C11H10O3,7-Ethoxycoumarin,0,100.0,2.1818181818181817,19.0,1.7272727272727273
8878,C11053,C21H26O5,"9,10-Dihydrokadsurenone",0,192.0,2.380952380952381,37.0,1.7619047619047619
8885,C11060,C15H20O4,(-)-Abscisic acid; (-)-ABA,0,142.0,2.4,26.0,1.7333333333333334
8886,C11061,C26H36O8,all-trans-Retinoyl-beta-glucuronide; Retinoyl glucuronide,0,256.0,2.3846153846153846,44.0,1.6923076923076923
8926,C11101,C6H6O3,5-Hydroxymethyl-2-furaldehyde; HMF; 5-Hydroxymethylfurfural,0,66.0,2.0,9.0,1.5
8940,C11115,C6H6O2,5-Methyl-2-furaldehyde; 5-Methyl-2-furfural,0,58.0,2.1666666666666665,10.0,1.6666666666666667
8956,C11131,C25H34O9,2-Methoxy-estradiol-17beta 3-glucuronide,0,256.0,2.32,41.0,1.64
8957,C11132,C25H32O9,2-Methoxyestrone 3-glucuronide,0,254.0,2.28,41.0,1.64
8958,C11133,C24H30O8,Estrone glucuronide; Estrone 3-glucuronide; Estrone beta-D-glucuronide,0,238.0,2.2916666666666665,40.0,1.6666666666666667
8959,C11134,C25H36O8,Testosterone glucuronide; Testosterone 17beta-(beta-D-glucuronide),0,250.0,2.4,42.0,1.68
8960,C11135,C25H38O8,Androsterone glucuronide; Androsterone 3-glucuronide,0,252.0,2.44,42.0,1.68
8961,C11136,C25H38O8,Etiocholan-3alpha-ol-17-one 3-glucuronide,0,252.0,2.44,42.0,1.68
8965,C11144,C2H6O,Dimethyl ether; Methoxymethane; DME,0,26.0,3.0,3.0,1.5
8976,C11155,C10H12O5,n-Propyl gallate; Propyl gallate,0,112.0,2.1,15.0,1.5
8982,C11162,C26H22O10,5'-Methoxyhydnocarpin-D,0,258.0,2.0384615384615383,42.0,1.6153846153846154
9003,C11186,C40H64O12,Nonactin,0,400.0,2.5,68.0,1.7
9043,C11233,C10H10O4,Dimethyl phthalate,0,102.0,2.1,16.0,1.6
9047,C11237,C24H32O8,17beta-Estradiol 17-(beta-D-glucuronide); Estradiol-17beta-glucuronide; Glucuronosylestradiol,0,240.0,2.3333333333333335,40.0,1.6666666666666667
9054,C11245,C35H39O19,Glucuronosyletoposide; Etoposide glucuronide,0,402.0,2.0142857142857142,51.0,1.457142857142857
9055,C11246,C30H47O10,6alpha-Glucuronosylhyodeoxycholate,0,308.0,2.45,50.0,1.6666666666666667
9059,C11251,C43H76O2,Cholesteryl palmitate,0,350.0,2.8372093023255816,84.0,1.9534883720930232
9062,C11254,C22H20O13,Carmine; Carminic acid,0,256.0,1.8636363636363635,31.0,1.4090909090909092
9072,C11264,C15H10O3,7-Hydroxyflavone; 7-Hydroxy-2-phenyl-4-benzopyrone,0,124.0,2.1333333333333333,27.0,1.8
9092,C11288,C24H32O9,"16alpha,17beta-Estriol 3-(beta-D-glucuronide)",0,248.0,2.2916666666666665,39.0,1.625
9102,C11300,C29H44O8,Soraphen A,0,282.0,2.4827586206896552,50.0,1.7241379310344827
9113,C11311,C45H74O11,Oligomycin A,0,432.0,2.577777777777778,79.0,1.7555555555555555
9114,C11312,C45H72O12,Oligomycin B,0,438.0,2.533333333333333,78.0,1.7333333333333334
9115,C11313,C45H74O10,Oligomycin C,0,424.0,2.6,80.0,1.7777777777777777
9116,C11314,C44H72O11,Oligomycin D; Rutamycin,0,424.0,2.5681818181818183,77.0,1.75
9126,C11324,C20H18O4,"6-(3,3-Dimethylallyl)chrysin; 6-(3,3-DMA)chrysin",0,170.0,2.25,36.0,1.8
9127,C11325,C20H18O4,"8-(3,3-Dimethylallyl)chrysin; 8-(3,3-DMA)chrysin",0,170.0,2.25,36.0,1.8
9140,C11338,C12H20O2,"Bornyl acetate; (1R,2S,4R)-(+)-Bornyl acetate",0,108.0,2.6666666666666665,22.0,1.8333333333333333
9146,C11344,C5H12O,Methyl tert-butyl ether; tert-Butyl methyl ether,0,50.0,3.0,9.0,1.8
9148,C11346,C24H32O9,"16alpha,17beta-Estriol 17-(beta-D-glucuronide)",0,248.0,2.2916666666666665,39.0,1.625
9150,C11348,C8H10O,(S)-1-Phenylethanol; (S)-1-Phenethyl alcohol,0,66.0,2.5,15.0,1.875
9152,C11350,C14H22O,(+)-trans-alpha-Irone,0,114.0,2.7142857142857144,27.0,1.9285714285714286
9156,C11354,C6H8O3,"2-Hydroxy-cis-hex-2,4-dienoate",0,68.0,2.1666666666666665,9.0,1.5
9172,C11371,C20H22O3,Nafenopin,0,166.0,2.4,37.0,1.85
9179,C11378,C59H90O4,Ubiquinone-10; Ubidecarenone; Coenzyme Q10,0,476.0,2.694915254237288,114.0,1.9322033898305084
9181,C11380,C9H10O3,Apocynin; Acetovanillone,0,88.0,2.2222222222222223,15.0,1.6666666666666667
9184,C11383,C10H14O,(+)-(S)-Carvone; Carvol; (+)-Carvone; Carvone,0,82.0,2.6,19.0,1.9
9185,C11384,C10H18O,"(S)-(-)-Citronellal; (S)-3,7-Dimethyloct-6-enal",0,86.0,2.8,19.0,1.9
9187,C11386,C10H20O,(-)-Citronellol,0,88.0,2.9,19.0,1.9
9188,C11387,C10H16O,"(1S,4R)-(+)-Fenchone; (+)-Fenchone",0,84.0,2.7,19.0,1.9
9189,C11388,C10H18O,(-)-Linalool; (R)-(-)-Linalool; (3R)-Linalool,0,86.0,2.8,19.0,1.9
9190,C11389,C10H18O,(+)-Linalool; (S)-(+)-Linalool; (3S)-Linalool,0,86.0,2.8,19.0,1.9
9191,C11390,C10H18O,(+)-Menthone,0,86.0,2.8,19.0,1.9
9194,C11393,C10H18O,(-)-alpha-Terpineol; (L)-alpha-Terpineol,0,86.0,2.8,19.0,1.9
9195,C11394,C10H14O,(+)-Chrysanthenone,0,82.0,2.6,19.0,1.9
9196,C11395,C10H16O,"(4R,6R)-cis-Carveol",0,84.0,2.7,19.0,1.9
9197,C11396,C10H18O,"(1R,2R,4R)-Dihydrocarveol; (-)-Dihydrocarveol",0,86.0,2.8,19.0,1.9
9198,C11397,C10H18O,"(1R,2S,4R)-Neo-dihydrocarveol",0,86.0,2.8,19.0,1.9
9199,C11398,C10H16O,"(1R,4R)-Dihydrocarvone",0,84.0,2.7,19.0,1.9
9200,C11399,C10H18O,"(1S,2S,4R)-Iso-dihydrocarveol",0,86.0,2.8,19.0,1.9
9201,C11400,C10H18O,"(1S,2R,4R)-Neoiso-dihydrocarveol",0,86.0,2.8,19.0,1.9
9202,C11401,C10H16O,"(1S,4R)-Iso-dihydrocarvone",0,84.0,2.7,19.0,1.9
9203,C11402,C10H16O2,"(4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone",0,92.0,2.6,18.0,1.8
9204,C11403,C10H16O2,"(3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone",0,92.0,2.6,18.0,1.8
9205,C11404,C10H18O3,(3R)-6-Hydroxy-3-isopropenyl-heptanoate,0,102.0,2.6,17.0,1.7
9206,C11405,C10H16O3,(3R)-3-Isopropenyl-6-oxoheptanoate; (3R)-3-Isopropenyl-6-oxoheptanoic acid,0,100.0,2.5,17.0,1.7
9207,C11406,C10H18O3,(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,0,102.0,2.6,17.0,1.7
9209,C11408,C10H16O,"(4S,6S)-cis-Carveol",0,84.0,2.7,19.0,1.9
9210,C11409,C10H16O,"(+)-trans-Carveol; (4S,6R)-trans-Carveol",0,84.0,2.7,19.0,1.9
9211,C11410,C10H18O,"(1R,2S,4S)- Neoiso-dihydrocarveol",0,86.0,2.8,19.0,1.9
9212,C11411,C10H18O,"(1R,2R,4S)-Iso-dihydrocarveol",0,86.0,2.8,19.0,1.9
9213,C11412,C10H16O,"(1R,4S)-Iso-dihydrocarvone",0,84.0,2.7,19.0,1.9
9214,C11413,C10H18O,"(1S,2S,4S)-Dihydrocarveol; (+)-Dihydrocarveol",0,86.0,2.8,19.0,1.9
9215,C11414,C10H16O2,"(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone; 4-Isopropenyl-7-methyloxepan-2-one",0,92.0,2.6,18.0,1.8
9216,C11415,C10H16O,"(1S,4S)-Dihydrocarvone",0,84.0,2.7,19.0,1.9
9217,C11416,C10H18O,"(1S,2R,4S)-Neo-dihydrocarveol",0,86.0,2.8,19.0,1.9
9218,C11417,C10H18O3,(3S)-6-Hydroxy-3-isopropenyl-heptanoate; 6-Hydroxy-3-isopropenylheptanoate,0,102.0,2.6,17.0,1.7
9219,C11418,C10H16O2,"(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone",0,92.0,2.6,18.0,1.8
9220,C11419,C10H16O3,(3S)-3-Isopropenyl-6-oxoheptanoate; (3S)-3-Isopropenyl-6-oxoheptanoic acid,0,100.0,2.5,17.0,1.7
9221,C11420,C10H18O3,(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,0,102.0,2.6,17.0,1.7
9224,C11425,C14H10O4,2-Hydroxy-2H-benzo[h]chromene-2-carboxylate,0,126.0,2.0714285714285716,24.0,1.7142857142857142
9225,C11426,C14H10O4,cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate,0,126.0,2.0714285714285716,24.0,1.7142857142857142
9226,C11427,C11H8O2,1-Hydroxy-2-naphthaldehyde,0,90.0,2.1818181818181817,20.0,1.8181818181818181
9227,C11428,C14H12O2,"trans-9(S),10(S)-Dihydrodiolphenanthrene",0,112.0,2.2857142857142856,26.0,1.8571428571428572
9228,C11429,C14H10O,"Phenanthrene-9,10-oxide",0,102.0,2.2857142857142856,27.0,1.9285714285714286
9229,C11430,C14H10O,9-Hydroxyphenanthrene; 9-Phenanthrol,0,102.0,2.2857142857142856,27.0,1.9285714285714286
9230,C11431,C14H10O,"Phenanthrene-1,2-oxide",0,102.0,2.2857142857142856,27.0,1.9285714285714286
9231,C11432,C14H10O,1-Phenanthrol; 1-Hydroxyphenanthrene,0,102.0,2.2857142857142856,27.0,1.9285714285714286
9232,C11433,C15H12O,1-Methoxyphenanthrene,0,110.0,2.3333333333333335,29.0,1.9333333333333333
9243,C11445,C14H8O2,"4-(1,2-Epoxyethyl)-8,9-epoxy-enediyne",0,108.0,2.142857142857143,26.0,1.8571428571428572
9244,C11446,C14H10O3,"4-Dihydroxyethyl-8,9-epoxy-enediyne",0,118.0,2.142857142857143,25.0,1.7857142857142858
9249,C11455,C29H46O,"4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",0,228.0,2.7586206896551726,57.0,1.9655172413793103
9250,C11456,C9H12O4,"cis-3-(1-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",0,98.0,2.2222222222222223,14.0,1.5555555555555556
9251,C11457,C9H10O3,3-(3-Hydroxyphenyl)propanoic acid; Dihydro-3-coumaric acid; 3-Hydroxyphenylpropanoate; 3-(3-Hydroxyphenyl)propanoate,0,88.0,2.2222222222222223,15.0,1.6666666666666667
9265,C11476,C5H10O5,L-Arabinose,0,80.0,2.0,5.0,1.0
9268,C11480,C8H10O2,"2-Methyl-6-oxohepta-2,4-dienal",0,74.0,2.375,14.0,1.75
9279,C11491,C13H12O3,NOP; 2-(2-Naphthalenyloxy)propanoic acid; 2-(2-Naphthoxy)propionic acid,0,114.0,2.230769230769231,23.0,1.7692307692307692
9280,C11492,C14H14O3,NOPM; 2-(2-Naphthoxy)propionic acid methyl ester,0,122.0,2.2857142857142856,25.0,1.7857142857142858
9294,C11506,C3H6O,"(2R)-1,2-Epoxypropane",0,32.0,2.6666666666666665,5.0,1.6666666666666667
9295,C11507,C3H6O,"(S)-1,2-Epoxypropane",0,32.0,2.6666666666666665,5.0,1.6666666666666667
9296,C11508,C29H46O,"4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol; delta8,14 -Sterol",0,228.0,2.7586206896551726,57.0,1.9655172413793103
9297,C11509,C29H48O2,3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde,0,238.0,2.7586206896551726,56.0,1.9310344827586208
9300,C11512,C13H20O3,Methyl jasmonate; (-)-Methyl jasmonate,0,122.0,2.5384615384615383,23.0,1.7692307692307692
9301,C11513,C31H52O,(24R)-24-Methylcycloarta-25-en-3-beta-ol,0,246.0,2.806451612903226,61.0,1.967741935483871
9302,C11514,C7H8O6,(E)-3-(Methoxycarbonyl)pent-2-enedioate,0,98.0,1.7142857142857142,8.0,1.1428571428571428
9303,C11515,C7H8O6,(E)-2-(Methoxycarbonylmethyl)butenedioate,0,98.0,1.7142857142857142,8.0,1.1428571428571428
9308,C11522,C29H48O,"24-Methylenelophenol; 4-alpha-Methyl-5-alpha-ergosta-7,24-dien-3-beta-ol",0,230.0,2.793103448275862,57.0,1.9655172413793103
9309,C11523,C30H50O,"24-Ethylidenelophenol; alpha1-Sitosterol; 4-alpha-Methyl-5-alpha-stigmasta-7,Z-24-dien-3-beta-ol; (Z)-24-Ethylidenelophenol",0,238.0,2.8,59.0,1.9666666666666666
9313,C11527,C8H8O4,4-Hydroxymandelate; 4-Hydroxymandelic acid,0,88.0,2.0,12.0,1.5
9316,C11535,C11H20O10,6-O-(beta-D-Xylopyranosyl)-beta-D-glucopyranose; beta-Primeverose,0,166.0,2.0,12.0,1.0909090909090908
9325,C11544,C9H16O9,2(alpha-D-Mannosyl)-D-glycerate; alpha-Mannosylglycerate; 2-O-(alpha-D-Mannopyranosyl)-D-glycerate,0,142.0,1.8888888888888888,9.0,1.0
9327,C11546,C9H18O8,2-(beta-D-Glucosyl)-sn-glycerol,0,136.0,2.111111111111111,10.0,1.1111111111111112
9352,C11573,C25H26O4,"6,8-Di-DMA-chrysin; 6,8-Di-(3,3-dimethylallyl)chrysin; 6,8-Di-(3,3-DMA)chrysin",0,208.0,2.36,46.0,1.84
9353,C11574,C25H26O4,6-Geranylchrysin,0,208.0,2.36,46.0,1.84
9354,C11575,C25H26O4,8-Geranylchrysin,0,208.0,2.36,46.0,1.84
9355,C11576,C20H18O5,"6-(3,3-DMA)galangin; 6-(3,3-Dimethylallyl)galangin",0,178.0,2.2,35.0,1.75
9356,C11577,C16H12O5,"3-Methylgalangin; 5,7-Dihydroxy-3-methoxy-2-phenyl-4H-1-benzopyran-4-one",0,148.0,2.0625,27.0,1.6875
9357,C11578,C21H20O5,"8-(3,3-Dimethylallyl)-3-methylgalangin; 8-(3,3-DMA)-3-methylgalangin",0,186.0,2.238095238095238,37.0,1.7619047619047619
9358,C11579,C21H20O5,"8-(1,1-Dimethylallyl)-3-methylgalangin; 8-(1,1-DMA)-3-methylgalangin",0,186.0,2.238095238095238,37.0,1.7619047619047619
9359,C11580,C21H20O6,"8-(1,1-DMA)kaempferide; 8-(1,1-Dimethylallyl)kaempferide",0,194.0,2.1904761904761907,36.0,1.7142857142857142
9360,C11581,C20H18O5,"8-(1,1-Dimethylallyl)galangin; 8-(1,1-DMA)galangin",0,178.0,2.2,35.0,1.75
9363,C11584,C16H16O9,4-Methylumbelliferone glucuronide; 4-Methylumbelliferyl glucuronide,0,184.0,1.9375,23.0,1.4375
9365,C11586,C16H16O7,alpha-Naphthyl-beta-D-glucuronide; 1-Naphthyl glucuronide,0,168.0,2.0625,25.0,1.5625
9367,C11588,C9H12O4,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol; cis-3-(2-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol; 3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate",0,98.0,2.2222222222222223,14.0,1.5555555555555556
9371,C11592,C6H10O5,Diethyl pyrocarbonate,0,86.0,2.0,7.0,1.1666666666666667
9387,C11608,C26H30O9,Nafenopin glucuronide,0,258.0,2.230769230769231,43.0,1.6538461538461537
9388,C11609,C40H68O11,Nigericin,0,396.0,2.575,69.0,1.725
9390,C11611,C12H16O6,Phenyl beta-D-glucopyranoside; Phenylglucoside,0,136.0,2.1666666666666665,18.0,1.5
9398,C11620,C17H14O8,"Syringetin; 3',5'-O-Dimethylmyricetin; 3,5,7,4'-Tetrahydroxy-3',5'-dimethoxyflavone",0,180.0,1.9411764705882353,26.0,1.5294117647058822
9399,C11621,C16H12O4,Tectochrysin; Techtochrysin,0,140.0,2.125,28.0,1.75
9414,C11636,C16H24O9,7-Deoxyloganate,0,192.0,2.1875,23.0,1.4375
9415,C11637,C24H38O4,"3alpha,12alpha-Dihydroxy-5beta-chol-6-enoate",0,214.0,2.625,44.0,1.8333333333333333
9417,C11639,C27H34O15,Geniposide pentaacetate; Pentaacetyl geniposide,0,316.0,2.074074074074074,39.0,1.4444444444444444
9418,C11640,C21H34O11,Patrinoside,0,248.0,2.2857142857142856,31.0,1.4761904761904763
9422,C11644,C17H26O12,Lamiide,0,224.0,2.0588235294117645,22.0,1.2941176470588236
9423,C11645,C18H28O11,Lamioside,0,224.0,2.1666666666666665,25.0,1.3888888888888888
9424,C11646,C25H34O13,Deoxyloganin tetraacetate,0,288.0,2.16,37.0,1.48
9425,C11647,C24H32O13,Deoxyloganic acid tetraacetate,0,280.0,2.125,35.0,1.4583333333333333
9426,C11648,C17H26O9,8-Epideoxyloganin,0,200.0,2.235294117647059,25.0,1.4705882352941178
9427,C11649,C16H24O9,8-Epideoxyloganic acid,0,192.0,2.1875,23.0,1.4375
9428,C11650,C25H34O13,8-Epideoxyloganin tetraacetate,0,288.0,2.16,37.0,1.48
9429,C11651,C10H16O2,8-Epiiridodial,0,92.0,2.6,18.0,1.8
9430,C11652,C16H24O8,8-Epiiridotrial glucoside; Boschnaloside,0,184.0,2.25,24.0,1.5
9431,C11653,C16H24O8,Iridotrial glucoside,0,184.0,2.25,24.0,1.5
9432,C11654,C16H22O9,Tarennoside,0,190.0,2.125,23.0,1.4375
9433,C11655,C26H30O15,Asperuloside tetraacetate,0,306.0,2.0,37.0,1.4230769230769231
9434,C11656,C16H26O7,8-Epiiridodial glucoside,0,178.0,2.375,25.0,1.5625
9435,C11657,C24H34O11,Iridodial glucoside tetraacetate,0,266.0,2.25,37.0,1.5416666666666667
9436,C11658,C24H34O11,8-Epiiridodial glucoside tetraacetate,0,266.0,2.25,37.0,1.5416666666666667
9437,C11659,C17H26O11,10-Hydroxyloganin,0,216.0,2.1176470588235294,23.0,1.3529411764705883
9438,C11660,C17H26O12,10-Hydroxymorroniside,0,224.0,2.0588235294117645,22.0,1.2941176470588236
9439,C11661,C16H24O10,7-Epiloganic acid,0,200.0,2.125,22.0,1.375
9440,C11662,C25H34O14,7-Epiloganin tetraacetate,0,296.0,2.12,36.0,1.44
9441,C11663,C27H36O15,Loganin pentaacetate,0,318.0,2.111111111111111,39.0,1.4444444444444444
9442,C11664,C25H32O13,10-Deoxygeniposide tetraacetate,0,286.0,2.12,37.0,1.48
